predator	LokalID	Lokal	Individ	n_shoots	h_shoot	n_fl	phen_index	most_adv	n_eggs	n_pred_all	n_aborted_all	perc_undeveloped	n_intact_fruits	n_seeds	attack
1	Göt016	Orremossen, Vättlefjäll	49	2	15,7	2	1	1	0	0	0	NA	1	0	0
1	Göt016	Orremossen, Vättlefjäll	50	3	23,5	3	2,666666667	4	0	1	1	100	2	1240	0
1	Göt016	Orremossen, Vättlefjäll	51	7	25,2	3	1,333333333	2	0	2	0	100	1	410	0
1	Göt016	Orremossen, Vättlefjäll	52	1	24,3	2	1,5	2	0	1	0	0	1	0	0
1	Göt016	Orremossen, Vättlefjäll	53	1	25,2	3	1,333333333	2	0	0	1	NA	2	860	0
1	Göt016	Orremossen, Vättlefjäll	54	1	22,2	2	1,5	2	0	1	0	100	1	390	0
1	Göt016	Orremossen, Vättlefjäll	55	3	19,2	3	1,666666667	2	0	2	0	100	1	0	0
1	Göt016	Orremossen, Vättlefjäll	56	2	22,1	5	2,2	4	0	3	0	100	2	340	0
1	Göt016	Orremossen, Vättlefjäll	57	1	25,1	3	2,666666667	4	0	3	0	60	0	270	0
1	Göt016	Orremossen, Vättlefjäll	58	3	26,5	3	2	3	0	1	1	NA	1	420	0
1	Göt016	Orremossen, Vättlefjäll	59	3	16,5	2	2	3	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	60	4	19,5	4	1,25	2	0	4	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	61	3	14,2	3	1,333333333	2	2	2	4	100	0	0	1
1	Göt016	Orremossen, Vättlefjäll	62	4	20,5	3	1,666666667	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	63	5	22,5	3	3	5	0	3	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	64	3	26,4	3	2	3	0	2	0	100	1	370	0
1	Göt016	Orremossen, Vättlefjäll	65	1	26,6	4	1,25	2	0	0	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	66	2	24	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	67	2	26,5	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	68	1	29,6	2	1,5	2	0	0	0	NA	2	90	0
1	Göt016	Orremossen, Vättlefjäll	69	2	36,7	3	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	70	1	24,9	1	1	1	0	0	0	NA	1	0	0
1	Göt016	Orremossen, Vättlefjäll	71	1	18,1	5	1	1	0	0	5	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	72	3	33,2	4	1,25	2	0	3	0	NA	1	NA	0
1	Göt016	Orremossen, Vättlefjäll	73	2	23,7	1	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	74	2	25,5	1	1	1	0	1	0	NA	1	10	0
1	Göt016	Orremossen, Vättlefjäll	75	2	20,5	3	1	1	0	2	2	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	76	3	28,8	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	77	2	31,2	3	1	1	0	4	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	78	1	25	2	1	1	0	1	0	NA	1	0	0
1	Göt016	Orremossen, Vättlefjäll	79	2	23,5	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	80	1	22	1	1	1	0	1	1	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	81	1	29,8	3	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	82	2	40,2	2	1	1	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	83	2	18,1	1	1	1	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	84	2	27,8	5	1,2	2	0	4	0	NA	1	NA	0
1	Göt016	Orremossen, Vättlefjäll	85	2	30,3	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	86	3	20,2	4	2,25	4	0	4	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	87	6	25,3	3	3	5	0	2	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	88	1	28,6	5	2,6	5	0	4	0	70	0	150	0
1	Göt016	Orremossen, Vättlefjäll	89	4	19,1	3	2,333333333	3	0	2	0	NA	1	140	0
1	Göt016	Orremossen, Vättlefjäll	90	3	26,5	5	3	5	0	4	0	80	1	780	0
1	Göt016	Orremossen, Vättlefjäll	91	2	16	2	2,5	3	0	1	0	100	1	0	0
1	Göt016	Orremossen, Vättlefjäll	92	2	20,8	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	93	2	18,3	3	1,333333333	2	0	2	0	NA	1	210	0
1	Göt016	Orremossen, Vättlefjäll	94	2	13	1	2	2	0	1	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	95	1	16,1	3	1,333333333	2	0	2	1	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	96	2	19,8	3	1,333333333	2	0	4	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	97	1	27	4	2	4	0	4	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	98	2	23,2	3	2	3	0	3	0	100	0	0	0
1	Göt016	Orremossen, Vättlefjäll	99	2	19	2	1,5	2	0	2	0	NA	0	NA	0
1	Göt016	Orremossen, Vättlefjäll	100	1	22,5	4	2	3	0	4	0	100	0	0	0
1	Göt016	Orremossen		NA	NA	NA	NA	NA	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	1	1	26,4	3	1,333333333	2	0	2	0	NA	1	410	0
1	Her003	Remmene stor lokal vid björkarna	2	6	25,7	3	2	3	2	2	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	3	6	28,3	3	2,666666667	4	0	3	0	NA	0	30	0
1	Her003	Remmene stor lokal vid björkarna	4	5	26,1	3	1,333333333	2	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	5	2	28,2	3	1,333333333	2	0	0	0	NA	1	480	0
1	Her003	Remmene stor lokal vid björkarna	6	3	26,7	4	1,25	2	0	4	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	7	2	28,4	4	3,25	4	1	4	0	NA	1	450	1
1	Her003	Remmene stor lokal vid björkarna	8	3	25,2	3	2	3	5	4	1	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	9	1	28,4	3	1,333333333	2	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	10	2	17,7	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	11	2	27,5	5	2,6	4	5	3	0	NA	1	400	1
1	Her003	Remmene stor lokal vid björkarna	12	8	35,7	7	2,142857143	3	2	3	0	NA	4	1320	1
1	Her003	Remmene stor lokal vid björkarna	13	6	18,7	1	1	1	0	1	0	NA	0	0	0
1	Her003	Remmene stor lokal vid björkarna	14	6	23,2	2	1,5	2	0	2	0	NA	0	20	0
1	Her003	Remmene stor lokal vid björkarna	15	5	24,4	3	3,666666667	5	2	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	16	5	27,1	6	2,666666667	3	5	5	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	17	4	17,5	3	2,666666667	4	1	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	18	2	17,5	1	1	1	0	0	0	NA	1	320	0
1	Her003	Remmene stor lokal vid björkarna	19	1	12,8	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	20	3	19,6	2	2	3	1	1	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	21	2	22,1	4	1,75	3	0	2	1	NA	1	540	0
1	Her003	Remmene stor lokal vid björkarna	22	2	17,7	2	2,5	3	1	1	0	NA	1	440	1
1	Her003	Remmene stor lokal vid björkarna	23	4	23,9	3	2,333333333	3	3	2	0	NA	1	370	1
1	Her003	Remmene stor lokal vid björkarna	24	4	19,1	3	1,333333333	2	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	25	2	17,6	2	1,5	2	0	2	0	NA	0	40	0
1	Her003	Remmene stor lokal vid björkarna	26	1	20,1	2	1,5	2	0	0	0	NA	2	480	0
1	Her003	Remmene stor lokal vid björkarna	27	6	18,2	3	2,666666667	4	4	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	28	5	20,1	3	2	3	1	2	0	NA	1	430	1
1	Her003	Remmene stor lokal vid björkarna	29	2	19,1	2	1,5	2	0	1	1	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	30	2	22	1	4	4	2	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	31	5	19,8	2	1,5	2	0	1	1	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	32	3	21,6	3	3,333333333	4	0	3	0	NA	0	60	0
1	Her003	Remmene stor lokal vid björkarna	33	2	16,3	1	4	4	1	0	0	NA	1	0	1
1	Her003	Remmene stor lokal vid björkarna	34	2	24,6	5	4,8	5	4	5	0	NA	0	600	1
1	Her003	Remmene stor lokal vid björkarna	35	7	23,3	3	2,333333333	4	0	2	0	NA	1	500	0
1	Her003	Remmene stor lokal vid björkarna	36	3	19,7	1	2	2	1	1	0	NA	0	0	1
1	Her003	Remmene stor lokal vid björkarna	37	2	13,9	1	1	1	0	0	0	NA	1	150	0
1	Her003	Remmene stor lokal vid björkarna	38	3	19	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	39	2	17,9	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	40	2	17,7	3	3,333333333	4	2	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	41	2	16	1	3	3	0	1	0	NA	0	10	0
1	Her003	Remmene stor lokal vid björkarna	42	3	14,3	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	43	2	25,5	4	1,75	3	0	4	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	44	9	19,1	1	2	2	0	0	0	NA	1	40	0
1	Her003	Remmene stor lokal vid björkarna	45	3	13,6	1	2	2	0	0	0	NA	1	0	0
1	Her003	Remmene stor lokal vid björkarna	46	7	18,5	1	2	2	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	47	2	21,2	2	2,5	3	5	2	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	48	2	18,8	3	3	4	2	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	49	4	25,5	4	2,5	4	1	2	0	NA	2	910	1
1	Her003	Remmene stor lokal vid björkarna	50	2	20,3	3	2,666666667	3	7	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	51	2	15,2	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	52	4	19,9	3	2,333333333	3	4	3	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	53	1	15,4	1	1	1	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	54	1	18,3	1	2	2	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	55	4	23,2	2	1,5	2	2	2	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	56	3	30	4	4,75	5	2	3	0	NA	1	0	1
1	Her003	Remmene stor lokal vid björkarna	57	2	18,4	3	1,333333333	2	0	2	0	NA	1	250	0
1	Her003	Remmene stor lokal vid björkarna	58	2	14,3	2	3	4	0	0	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	59	2	24,1	5	4,2	5	4	4	0	NA	1	260	1
1	Her003	Remmene stor lokal vid björkarna	60	6	25	7	3,571428571	5	2	6	0	NA	1	0	1
1	Her003	Remmene stor lokal vid björkarna	61	1	18,2	1	3	3	0	0	0	NA	1	630	0
1	Her003	Remmene stor lokal vid björkarna	62	1	17,8	1	2	2	0	0	0	NA	1	490	0
1	Her003	Remmene stor lokal vid björkarna	63	1	17,8	1	1	1	0	0	0	NA	1	370	0
1	Her003	Remmene stor lokal vid björkarna	64	3	27,3	6	3,166666667	5	0	6	0	NA	0	150	0
1	Her003	Remmene stor lokal vid björkarna	65	2	25,7	6	3,333333333	5	0	4	0	NA	1	300	0
1	Her003	Remmene stor lokal vid björkarna	66	4	19,2	4	3,5	5	0	4	0	NA	0	800	0
1	Her003	Remmene stor lokal vid björkarna	67	12	28	5	3,2	5	3	4	0	NA	1	860	1
1	Her003	Remmene stor lokal vid björkarna	68	1	20,4	1	3	3	0	0	0	NA	1	690	0
1	Her003	Remmene stor lokal vid björkarna	69	6	27,2	7	3,142857143	5	0	4	0	NA	2	1140	0
1	Her003	Remmene stor lokal vid björkarna	70	11	25,5	5	2,8	4	0	6	0	NA	0	0	0
1	Her003	Remmene stor lokal vid björkarna	71	3	18,8	1	2	2	0	0	0	NA	1	90	0
1	Her003	Remmene stor lokal vid björkarna	72	2	21,5	5	2,2	3	0	2	1	NA	2	220	0
1	Her003	Remmene stor lokal vid björkarna	73	6	20	3	3,666666667	5	1	2	0	NA	1	NA	1
1	Her003	Remmene stor lokal vid björkarna	74	2	14,3	1	3	3	0	1	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	75	3	19,5	3	3,333333333	5	1	2	0	NA	0	NA	1
1	Her003	Remmene stor lokal vid björkarna	76	2	23,1	4	3,5	5	0	1	0	NA	3	1185	0
1	Her003	Remmene stor lokal vid björkarna	77	10	19,3	3	1,666666667	3	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	78	5	21,1	6	3	5	0	6	0	NA	0	40	0
1	Her003	Remmene stor lokal vid björkarna	79	17	34,3	12	2,916666667	5	0	9	0	NA	3	1890	0
1	Her003	Remmene stor lokal vid björkarna	80	2	19,8	3	3	4	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	81	3	29	5	3,4	5	0	3	0	NA	3	2100	0
1	Her003	Remmene stor lokal vid björkarna	82	2	21	3	2,333333333	3	0	2	1	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	83	2	24,1	6	3,166666667	5	6	6	1	NA	1	305	1
1	Her003	Remmene stor lokal vid björkarna	84	1	25,1	3	2,333333333	3	1	2	0	NA	1	NA	1
1	Her003	Remmene stor lokal vid björkarna	85	2	28,5	4	3,25	5	0	2	1	NA	0	0	0
1	Her003	Remmene stor lokal vid björkarna	86	3	30,1	6	2,833333333	5	0	5	0	NA	1	0	0
1	Her003	Remmene stor lokal vid björkarna	87	2	26,4	4	2,75	4	0	3	0	NA	1	90	0
1	Her003	Remmene stor lokal vid björkarna	88	3	25,6	3	3,333333333	4	0	2	0	NA	1	670	0
1	Her003	Remmene stor lokal vid björkarna	89	5	23,6	4	2	4	0	3	1	NA	0	0	0
1	Her003	Remmene stor lokal vid björkarna	90	3	28,8	9	3,333333333	5	0	6	1	NA	2	250	0
1	Her003	Remmene stor lokal vid björkarna	91	5	29,6	4	3	5	0	3	0	NA	0	0	0
1	Her003	Remmene stor lokal vid björkarna	92	3	24,6	4	3	5	0	3	0	NA	1	350	0
1	Her003	Remmene stor lokal vid björkarna	93	2	17,3	2	2	3	2	1	0	NA	1	360	1
1	Her003	Remmene stor lokal vid björkarna	94	4	29,5	3	2,666666667	3	0	3	1	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	95	3	22,2	7	3,142857143	5	0	3	0	NA	1	730	0
1	Her003	Remmene stor lokal vid björkarna	96	9	28,7	5	3	5	0	5	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	97	7	28,3	4	2,25	3	3	3	0	NA	1	340	1
1	Her003	Remmene stor lokal vid björkarna	98	5	25,7	3	3,333333333	5	0	3	0	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	99	2	27	3	2,666666667	5	0	3	1	NA	0	NA	0
1	Her003	Remmene stor lokal vid björkarna	100	6	26,3	6	2	3	5	6	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	1	2	15,1	1	1	1	0	0	0	NA	1	350	0
1	Her004	Remmene skjutfält, V vägen	2	1	16,7	1	2	2	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	3	1	17	1	2	2	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	4	1	16,9	1	1	1	0	0	0	NA	1	320	0
1	Her004	Remmene skjutfält, V vägen	5	1	22,2	2	1,5	2	0	0	0	NA	1	730	0
1	Her004	Remmene skjutfält, V vägen	6	2	17,6	1	5	5	0	1	0	NA	0	40	0
1	Her004	Remmene skjutfält, V vägen	7	4	20,4	2	3	4	2	1	0	NA	1	210	1
1	Her004	Remmene skjutfält, V vägen	8	1	19	2	1,5	2	0	2	0	NA	0	0	0
1	Her004	Remmene skjutfält, V vägen	9	3	17,3	1	1	1	0	0	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	10	4	25,3	3	2,666666667	5	8	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	11	6	15,3	1	2	2	0	0	0	NA	1	40	0
1	Her004	Remmene skjutfält, V vägen	12	4	22	3	3	5	10	3	0	NA	0	0	1
1	Her004	Remmene skjutfält, V vägen	13	2	11,5	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	14	4	25,2	4	2,5	5	8	3	0	NA	1	0	1
1	Her004	Remmene skjutfält, V vägen	15	7	19,2	3	1	1	2	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	16	4	23,6	4	2,5	4	0	2	0	NA	2	860	0
1	Her004	Remmene skjutfält, V vägen	17	1	13,7	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	18	5	19,4	5	2	3	16	6	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	19	2	12,6	1	1	1	0	0	0	NA	1	320	0
1	Her004	Remmene skjutfält, V vägen	20	6	29,6	4	1,5	2	8	4	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	21	1	19,4	2	1,5	2	0	1	0	NA	1	560	0
1	Her004	Remmene skjutfält, V vägen	22	2	9,6	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	23	4	12,2	1	2	2	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	24	2	17,1	2	2	2	5	2	0	NA	1	470	1
1	Her004	Remmene skjutfält, V vägen	25	3	23,1	4	2,5	3	6	5	0	NA	0	0	1
1	Her004	Remmene skjutfält, V vägen	26	2	27,3	6	2,833333333	5	4	6	0	NA	0	0	1
1	Her004	Remmene skjutfält, V vägen	27	2	19,3	2	2,5	3	0	2	0	NA	0	0	0
1	Her004	Remmene skjutfält, V vägen	28	2	20,8	4	1,75	2	1	1	0	NA	3	630	1
1	Her004	Remmene skjutfält, V vägen	29	3	23,1	3	2	3	4	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	30	2	21	1	4	4	0	0	0	NA	1	230	0
1	Her004	Remmene skjutfält, V vägen	31	5	16,5	1	2	2	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	32	2	15,7	1	4	4	4	1	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	33	3	18,7	3	2	4	2	2	1	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	34	1	17,1	3	2,666666667	4	1	2	0	NA	1	510	1
1	Her004	Remmene skjutfält, V vägen	35	1	17	3	1,666666667	2	0	0	0	NA	3	930	0
1	Her004	Remmene skjutfält, V vägen	36	2	25,2	4	3,25	5	8	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	37	3	18,5	4	2	4	0	1	0	NA	1	310	0
1	Her004	Remmene skjutfält, V vägen	38	2	12,5	2	3	5	0	1	0	NA	0	0	0
1	Her004	Remmene skjutfält, V vägen	39	2	20,9	4	1,75	4	21	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	40	1	12,1	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	41	1	19,3	2	2,5	3	3	1	0	NA	1	490	1
1	Her004	Remmene skjutfält, V vägen	42	2	15,4	2	1,5	2	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	43	2	16,1	1	3	3	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	44	2	17,1	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	45	2	14,5	3	3	5	7	3	0	NA	0	20	1
1	Her004	Remmene skjutfält, V vägen	46	1	10,9	1	2	2	0	0	0	NA	1	0	0
1	Her004	Remmene skjutfält, V vägen	47	3	24,2	6	2,333333333	4	8	1	0	NA	4	880	1
1	Her004	Remmene skjutfält, V vägen	48	4	23,5	6	3,333333333	5	3	5	0	NA	1	0	1
1	Her004	Remmene skjutfält, V vägen	49	6	18,96	4	2,25	5	11	4	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	50	4	22,4	4	3	5	7	3	0	NA	1	0	1
1	Her004	Remmene skjutfält, V vägen	51	1	11,6	1	1	1	0	0	0	NA	1	120	0
1	Her004	Remmene skjutfält, V vägen	52	1	15,9	2	1,5	2	0	0	1	NA	1	0	0
1	Her004	Remmene skjutfält, V vägen	53	1	17,7	2	1,5	2	2	2	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	54	3	25,5	2	3	4	0	1	0	NA	1	60	0
1	Her004	Remmene skjutfält, V vägen	55	2	22,7	3	2,666666667	4	0	2	0	NA	1	70	0
1	Her004	Remmene skjutfält, V vägen	56	15	25,2	6	2,833333333	5	7	3	0	NA	3	720	1
1	Her004	Remmene skjutfält, V vägen	57	3	13,7	2	2	3	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	58	8	18,6	2	3	4	5	2	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	59	6	21,1	3	2	4	9	3	1	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	60	2	17,3	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	61	2	17,2	2	1,5	2	0	0	0	NA	2	370	0
1	Her004	Remmene skjutfält, V vägen	62	2	14,2	2	1	1	1	2	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	63	2	23,3	2	1,5	2	1	2	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	64	3	21,8	6	2,5	5	19	6	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	65	4	22,2	2	2,5	3	3	0	0	NA	2	840	1
1	Her004	Remmene skjutfält, V vägen	66	2	20	3	3	5	2	2	0	NA	1	200	1
1	Her004	Remmene skjutfält, V vägen	67	3	20	4	2,25	4	15	4	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	68	1	23,3	3	1	1	1	2	0	NA	1	NA	1
1	Her004	Remmene skjutfält, V vägen	69	4	21,2	2	2,5	3	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	70	1	14,7	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	71	4	12	1	3	3	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	72	3	15,5	1	3	3	1	1	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	73	3	17,5	1	2	2	0	0	0	NA	1	460	0
1	Her004	Remmene skjutfält, V vägen	74	2	16,2	1	2	2	0	1	0	NA	0	0	0
1	Her004	Remmene skjutfält, V vägen	75	5	18,1	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	76	1	21,2	3	1,333333333	2	0	1	1	NA	1	NA	0
1	Her004	Remmene skjutfält, V vägen	77	3	26,83	3	2,333333333	4	7	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	78	1	26,5	3	2,333333333	4	7	2	0	NA	1	90	1
1	Her004	Remmene skjutfält, V vägen	79	4	22,2	3	1,666666667	3	0	3	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	80	5	25,2	4	2,25	3	6	4	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	81	1	18,4	2	3,5	5	0	0	0	NA	1	345	0
1	Her004	Remmene skjutfält, V vägen	82	4	25,7	4	1,75	3	7	4	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	83	3	24,6	3	1,333333333	2	0	3	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	84	5	18,5	2	1	1	0	0	1	NA	1	410	0
1	Her004	Remmene skjutfält, V vägen	85	2	21,7	3	1,333333333	2	6	3	1	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	86	5	23	2	1,5	2	0	0	1	NA	1	450	0
1	Her004	Remmene skjutfält, V vägen	87	2	17,6	2	1,5	2	1	1	0	NA	1	150	1
1	Her004	Remmene skjutfält, V vägen	88	10	24,3	6	2,166666667	4	10	6	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	89	3	22,3	3	1,333333333	2	0	1	0	NA	2	290	0
1	Her004	Remmene skjutfält, V vägen	90	3	16,5	1	1	1	0	0	1	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	91	1	20,1	3	1,333333333	2	0	2	0	NA	1	610	0
1	Her004	Remmene skjutfält, V vägen	92	1	15,7	1	2	2	1	0	0	NA	1	0	1
1	Her004	Remmene skjutfält, V vägen	93	4	17,1	2	1	1	0	1	0	NA	1	0	0
1	Her004	Remmene skjutfält, V vägen	94	4	27,4	3	2,333333333	4	1	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	95	5	25,2	2	3,5	5	3	3	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	96	3	18,1	1	3	3	0	1	0	NA	0	290	0
1	Her004	Remmene skjutfält, V vägen	97	3	19,3	1	4	4	0	1	0	NA	0	30	0
1	Her004	Remmene skjutfält, V vägen	98	3	23,1	2	2	3	4	1	0	NA	0	NA	1
1	Her004	Remmene skjutfält, V vägen	99	2	13	1	1	1	0	1	0	NA	0	NA	0
1	Her004	Remmene skjutfält, V vägen	100	1	17,9	3	1	1	0	3	0	NA	0	NA	0
1	Her005	Remmene, vid vallen	1	2	19,5	2	3	5	0	2	0	NA	0	0	0
1	Her005	Remmene, vid vallen	2	2	26,3	3	2,333333333	3	0	1	1	NA	1	270	0
1	Her005	Remmene, vid vallen	3	3	16,6	3	1,333333333	2	0	1	0	NA	2	610	0
1	Her005	Remmene, vid vallen	4	2	16,3	3	2	2	1	1	0	NA	2	440	1
1	Her005	Remmene, vid vallen	5	3	16,5	1	2	2	0	1	0	NA	0	0	0
1	Her005	Remmene, vid vallen	6	3	18,7	3	1,333333333	2	6	2	0	NA	1	430	1
1	Her005	Remmene, vid vallen	7	4	14,1	2	1	1	3	1	0	NA	0	NA	1
1	Her005	Remmene, vid vallen	8	3	21,2	3	1,333333333	2	0	1	1	NA	0	NA	0
1	Her005	Remmene, vid vallen	9	5	11,4	2	1,5	2	0	0	0	NA	1	320	0
1	Her005	Remmene, vid vallen	10	6	20	3	1,333333333	2	0	2	0	NA	0	0	0
1	Her005	Remmene, vid vallen	11	7	16,5	1	4	4	0	1	1	NA	0	NA	0
1	Her005	Remmene, vid vallen	12	3	15	2	2	3	0	1	0	NA	1	120	0
1	Her005	Remmene, vid vallen	13	4	23,1	3	1,333333333	2	0	2	0	NA	1	540	0
